"Top 10 Drug Signatures (Gefitinib/Erlotinib)
",,,,
sig_id,cell_id,pert_id,pert_type,pert_iname
CPC014_A549_24H:BRD-K64052750-001-04-3:10,A549,BRD-K64052750,trt_cp,gefitinib
CPC014_A549_24H:BRD-K64052750-001-05-0:10,A549,BRD-K64052750,trt_cp,gefitinib
CPC014_A549_24H:BRD-K70401845-001-02-5:10,A549,BRD-K70401845,trt_cp,erlotinib
CPC014_A549_6H:BRD-K64052750-001-04-3:10,A549,BRD-K64052750,trt_cp,gefitinib
CPC014_A549_6H:BRD-K64052750-001-05-0:10,A549,BRD-K64052750,trt_cp,gefitinib
CPC014_A549_6H:BRD-K70401845-001-02-5:10,A549,BRD-K70401845,trt_cp,erlotinib
CPC014_HCC515_6H:BRD-K64052750-001-04-3:10,HCC515,BRD-K64052750,trt_cp,gefitinib
CPC014_HCC515_6H:BRD-K64052750-001-05-0:10,HCC515,BRD-K64052750,trt_cp,gefitinib
CPC014_HCC515_6H:BRD-K70401845-001-02-5:10,HCC515,BRD-K70401845,trt_cp,erlotinib
RAD001_A549_6H:BRD-K64052750-001-04-3:0.0015,A549,BRD-K64052750,trt_cp,gefitinib
,,,,
Total number of drug signatures: 27,,,,
